,Age,EdLevel,Gender,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed
6121,<35,Master,Man,Dev,10,7,28105.0,18,1
6122,<35,Undergraduate,Man,Dev,9,3,65055.0,16,1
6123,<35,Undergraduate,Man,Dev,10,5,11676.0,28,1
6124,<35,NoHigherEd,Man,Dev,8,5,77556.0,14,0
6125,>35,Undergraduate,Man,Dev,20,17,118908.0,18,0
6126,<35,Undergraduate,Man,Dev,7,2,151054.0,23,0
6127,<35,Other,Man,Dev,5,2,40242.0,5,0
6128,>35,PhD,Man,Dev,7,3,77556.0,6,0
6129,<35,Other,Man,Dev,19,14,46416.0,28,1
6130,>35,Other,Man,NotDev,40,30,32424.0,11,0
6131,<35,Undergraduate,Man,Dev,4,4,47154.0,4,0
6132,<35,Undergraduate,Man,Dev,8,2,28437.0,14,1
6133,<35,Undergraduate,Man,Dev,14,3,37620.0,18,1
6134,>35,PhD,Man,Dev,20,11,91711.0,24,1
6135,<35,Undergraduate,Man,Dev,7,3,6360.0,12,0
6136,<35,Other,Man,Dev,3,2,21264.0,10,0
6137,<35,Master,Man,Dev,19,8,47184.0,12,0
6138,<35,PhD,Man,NotDev,12,7,60535.0,8,0
6139,>35,Other,Man,Dev,34,20,172957.0,3,0
6140,>35,Other,Man,Dev,20,20,199981.0,7,0
6141,>35,Master,Man,Dev,25,22,70264.0,9,1
6142,>35,PhD,Man,Dev,30,8,207986.0,18,1
6143,<35,Undergraduate,Man,Dev,7,5,42528.0,15,0
6144,<35,Undergraduate,Man,Dev,10,5,20250.0,9,0
6145,>35,Other,Man,Dev,30,22,116333.0,19,1
6146,<35,Master,Man,Dev,4,2,47633.0,17,0
6147,<35,Undergraduate,Man,Dev,6,3,56211.0,25,1
6148,<35,Master,Man,Dev,15,9,93544.0,23,0
6149,>35,Undergraduate,Man,Dev,12,12,92964.0,20,1
6150,>35,Other,Man,NotDev,32,18,66156.0,4,0
6151,>35,Master,Man,Dev,20,15,67200.0,19,1
6152,<35,Undergraduate,Man,Dev,11,8,70264.0,16,0
6153,<35,Undergraduate,Man,Dev,6,4,51704.0,17,1
6154,<35,Undergraduate,Man,Dev,10,3,18432.0,10,0
6155,<35,Undergraduate,Man,Dev,13,6,52104.0,14,1
6156,>35,Other,Man,NotDev,12,12,28860.0,10,1
6157,>35,Other,Man,Dev,40,27,107895.0,7,0
6158,<35,Other,Man,Dev,8,5,47563.0,7,0
6159,<35,Other,Man,Dev,10,8,60744.0,19,0
6160,<35,Undergraduate,Man,Dev,15,8,62832.0,15,0
6161,<35,Undergraduate,Man,Dev,5,0,2724.0,13,1
6162,<35,Other,Man,Dev,4,2,39996.0,6,0
6163,>35,Undergraduate,Man,Dev,11,8,126000.0,11,0
6164,<35,Master,Man,Dev,15,8,87559.0,16,0
6165,<35,Undergraduate,Man,Dev,11,3,22701.0,5,1
6166,<35,Master,Woman,Dev,8,2,24863.0,15,1
6167,>35,Undergraduate,Man,Dev,38,23,92197.0,20,1
6168,<35,Undergraduate,Man,Dev,10,4,41520.0,13,1
6169,<35,Undergraduate,Man,Dev,6,4,11400.0,5,0
6170,<35,Other,Man,Dev,6,1,46704.0,22,1
6171,<35,Master,Man,Dev,8,3,41077.0,8,0
6172,<35,Undergraduate,Man,Dev,8,4,138384.0,5,0
6173,>35,Master,Man,Dev,16,10,65424.0,9,0
6174,<35,Undergraduate,Man,Dev,18,9,31348.0,8,1
6175,<35,Master,Man,Dev,4,1,29832.0,14,0
6176,<35,Master,Man,Dev,14,3,29827.0,12,1
6177,<35,Other,Man,Dev,16,6,40692.0,10,0
6178,<35,Undergraduate,Man,Dev,7,3,38778.0,11,0
6179,<35,Undergraduate,Man,Dev,10,4,70918.0,27,1
6180,>35,NoHigherEd,Man,Dev,25,22,122580.0,5,0
6181,<35,Master,Man,Dev,7,9,35672.0,13,1
6182,<35,Other,Man,Dev,15,10,80018.0,24,1
6183,<35,Undergraduate,Man,Dev,7,4,12972.0,13,0
6184,>35,Master,Man,Dev,36,20,135123.0,9,0
6185,<35,Undergraduate,Man,Dev,20,15,75669.0,13,1
6186,<35,Undergraduate,Man,Dev,10,3,36300.0,16,0
6187,<35,PhD,Man,Dev,20,11,93072.0,18,0
6188,<35,Master,Man,Dev,5,0,2508.0,11,0
6189,>35,Other,Man,Dev,40,31,80172.0,6,0
6190,<35,Undergraduate,Man,Dev,8,4,32664.0,14,1
6191,<35,Undergraduate,Man,Dev,10,6,15408.0,19,1
6192,<35,Undergraduate,Man,Dev,7,2,7679.0,14,1
6193,<35,Other,Man,Dev,8,5,26040.0,11,0
6194,<35,Master,Man,Dev,10,8,78912.0,11,0
6195,<35,Other,Man,Dev,15,15,59676.0,14,1
6196,<35,Master,Man,Dev,6,1,22701.0,10,1
6197,<35,Other,Man,Dev,20,15,67021.0,17,0
6198,<35,Master,Man,Dev,13,10,100000.0,15,1
6199,>35,Master,Man,Dev,18,16,63816.0,13,1
6200,>35,PhD,Man,Dev,27,14,39996.0,23,1
6201,<35,Undergraduate,Man,NotDev,8,3,16740.0,14,1
6202,>35,Other,Man,Dev,25,20,126084.0,7,0
6203,>35,Master,Man,NotDev,38,21,81074.0,4,0
6204,>35,Master,Man,NotDev,16,12,71943.0,17,0
6205,<35,Undergraduate,Man,Dev,10,3,30156.0,11,0
6206,<35,Undergraduate,Man,Dev,6,2,79224.0,10,0
6207,>35,Undergraduate,Man,Dev,12,2,40212.0,5,0
6208,<35,Undergraduate,Man,Dev,12,4,54240.0,14,0
6209,<35,Master,Man,Dev,15,9,64548.0,7,0
6210,<35,Other,Man,Dev,8,3,47868.0,25,1
6211,<35,Master,Man,Dev,16,9,70264.0,11,0
6212,<35,Undergraduate,Man,Dev,20,7,98969.0,20,0
6213,<35,Master,Man,Dev,15,10,40044.0,18,1
6214,>35,Other,Man,Dev,21,13,45396.0,12,1
6215,<35,Undergraduate,Man,Dev,6,0,11724.0,3,0
6216,<35,Undergraduate,Man,NotDev,12,2,6981.0,12,1
6217,<35,Undergraduate,Man,Dev,11,1,31128.0,21,1
6218,>35,Undergraduate,Man,Dev,40,33,100000.0,6,0
6219,<35,Master,Man,Dev,12,1,16585.0,3,0
6220,>35,Master,Man,Dev,18,10,90804.0,6,0
6221,<35,Undergraduate,Man,Dev,9,5,7584.0,8,0
6222,<35,Master,Woman,Dev,7,3,8712.0,14,0
6223,<35,Master,Man,Dev,7,3,49296.0,10,0
6224,>35,Master,Man,Dev,41,30,89446.0,16,1
6225,>35,Undergraduate,Man,Dev,26,16,52380.0,12,0
6226,<35,Master,Man,Dev,14,8,49725.0,8,0
6227,>35,Undergraduate,Man,Dev,19,17,75669.0,11,0
6228,<35,Master,Man,Dev,15,5,31776.0,7,0
6229,<35,Master,Man,Dev,10,6,30267.0,10,1
6230,<35,NoHigherEd,Man,Dev,7,3,22704.0,8,0
6231,>35,Master,Man,Dev,43,36,76750.0,8,0
6232,<35,Undergraduate,Man,Dev,4,4,16860.0,8,0
6233,<35,Master,Man,Dev,14,12,10992.0,9,0
6234,>35,Master,Man,Dev,25,12,64860.0,13,1
6235,<35,Undergraduate,Man,Dev,9,3,90000.0,3,0
6236,<35,Master,Man,Dev,6,6,39996.0,14,1
6237,>35,Master,NonBinary,NotDev,26,5,49296.0,9,0
6238,<35,Undergraduate,Man,Dev,4,3,3108.0,4,0
6239,>35,Other,Man,Dev,17,14,58368.0,9,0
6240,<35,Master,Man,Dev,9,7,81074.0,35,1
6241,<35,Other,Man,Dev,9,4,36372.0,27,1
6242,<35,Master,Man,NotDev,5,3,62268.0,5,0
6243,<35,Undergraduate,Man,Dev,9,4,54612.0,7,0
6244,<35,Undergraduate,Man,Dev,6,0,6283.0,16,1
6245,<35,Master,Man,Dev,19,7,129259.0,4,0
6246,<35,Other,Man,Dev,11,5,87564.0,11,1
6247,<35,Undergraduate,Man,Dev,9,4,11728.0,13,1
6248,>35,Undergraduate,Man,Dev,22,17,20004.0,27,1
6249,<35,NoHigherEd,Man,Dev,11,8,53388.0,20,1
6250,<35,Other,Man,Dev,15,8,42060.0,10,0
6251,>35,Other,Man,Dev,25,20,67452.0,13,1
6252,<35,Undergraduate,Man,Dev,4,2,3686.0,5,0
6253,<35,Master,Man,Dev,8,3,43239.0,10,1
6254,>35,PhD,Man,Dev,18,10,103408.0,9,0
6255,>35,Undergraduate,Man,Dev,20,10,81050.0,12,0
6256,<35,NoHigherEd,Man,Dev,20,15,180000.0,32,1
6257,<35,Undergraduate,Man,Dev,12,5,21780.0,10,1
6258,<35,Other,Man,NotDev,25,5,23352.0,15,1
6259,<35,Undergraduate,Man,Dev,7,2,83000.0,15,1
6260,<35,Other,Man,Dev,9,7,34632.0,5,0
6261,<35,Undergraduate,Man,Dev,3,1,8676.0,8,0
6262,>35,Undergraduate,Man,Dev,20,9,53671.0,15,0
6263,<35,Master,Man,Dev,7,3,43239.0,18,1
6264,<35,Undergraduate,Man,Dev,5,0,6283.0,10,0
6265,>35,Undergraduate,Man,Dev,30,22,58368.0,17,0
6266,<35,Undergraduate,Man,Dev,15,9,67847.0,7,0
6267,<35,Undergraduate,Man,Dev,9,6,50262.0,7,0
6268,<35,Other,Man,Dev,7,2,24000.0,9,0
6269,<35,Undergraduate,Man,Dev,8,4,33732.0,13,0
6270,<35,Master,Man,Dev,6,5,40731.0,11,0
6271,<35,Other,Man,Dev,15,7,36564.0,14,1
6272,<35,Master,Man,Dev,16,6,49941.0,11,0
6273,>35,Undergraduate,Man,Dev,20,14,93869.0,8,0
6274,<35,Undergraduate,Man,Dev,3,1,5388.0,5,0
6275,<35,Undergraduate,Man,Dev,14,11,28672.0,9,0
6276,<35,Undergraduate,Man,Dev,10,7,105072.0,5,0
6277,<35,NoHigherEd,Man,Dev,7,7,9108.0,10,0
6278,<35,Other,Man,Dev,8,3,23267.0,23,1
6279,<35,Undergraduate,Man,Dev,11,7,75669.0,9,0
6280,<35,Undergraduate,Man,Dev,8,2,9419.0,11,0
6281,<35,Undergraduate,Man,Dev,8,2,22884.0,16,1
6282,<35,Undergraduate,Man,Dev,10,6,106731.0,4,0
6283,<35,Undergraduate,Man,Dev,10,5,62124.0,14,1
6284,<35,PhD,Woman,NotDev,16,5,40884.0,10,1
6285,<35,Undergraduate,Man,Dev,8,5,36324.0,11,1
6286,<35,Undergraduate,Man,Dev,12,5,10128.0,12,1
6287,<35,Master,Woman,Dev,8,5,18528.0,3,0
6288,<35,Undergraduate,Man,Dev,15,8,27240.0,12,1
6289,>35,Master,Man,Dev,20,12,108098.0,11,1
6290,>35,Other,Man,Dev,37,23,127321.0,6,0
6291,<35,Undergraduate,Man,Dev,10,4,9960.0,6,0
6292,<35,Undergraduate,Man,Dev,13,9,58188.0,15,1
6293,<35,Master,Man,Dev,20,12,47184.0,16,1
6294,<35,Undergraduate,Man,Dev,7,2,34591.0,14,1
6295,>35,Undergraduate,Man,Dev,7,3,178000.0,18,1
6296,<35,NoHigherEd,Woman,Dev,11,3,8316.0,7,0
6297,<35,NoHigherEd,Man,NotDev,18,13,73644.0,15,1
6298,<35,Undergraduate,Woman,Dev,11,6,41724.0,11,0
6299,<35,Undergraduate,Man,Dev,8,3,5064.0,7,0
6300,<35,Master,Man,NotDev,14,8,19452.0,22,1
6301,>35,Undergraduate,Man,Dev,13,12,42288.0,10,0
6302,<35,Other,Man,Dev,12,6,39108.0,11,1
6303,<35,Undergraduate,Man,Dev,9,7,167000.0,11,1
6304,<35,Undergraduate,Man,Dev,11,5,37697.0,29,1
6305,<35,Master,Man,Dev,10,6,9773.0,16,1
6306,>35,Other,Man,Dev,20,17,83364.0,12,1
6307,<35,Master,Man,Dev,14,9,94600.0,11,0
6308,>35,Other,Man,NotDev,31,14,73507.0,16,0
6309,>35,Master,Man,Dev,30,15,35856.0,10,0
6310,>35,Master,Man,Dev,31,20,93600.0,28,1
6311,<35,Undergraduate,Man,Dev,10,4,16812.0,17,1
6312,>35,Master,Man,Dev,12,9,54049.0,7,0
6313,<35,Master,Man,Dev,15,8,38472.0,9,0
6314,>35,Undergraduate,Man,NotDev,21,18,32772.0,6,0
6315,<35,Undergraduate,Man,Dev,5,0,1896.0,9,1
6316,>35,PhD,Man,Dev,25,10,66480.0,4,0
6317,>35,Undergraduate,Man,Dev,16,16,16815.0,38,1
6318,>35,Undergraduate,Man,Dev,17,11,70264.0,15,0
6319,<35,Undergraduate,Man,Dev,15,3,57292.0,7,1
6320,<35,Master,Man,Dev,13,7,54049.0,13,0
6321,<35,Undergraduate,Man,Dev,14,14,110000.0,19,1
6322,<35,Master,Man,Dev,10,7,50592.0,4,0
6323,<35,Master,Woman,Dev,10,4,11916.0,9,0
6324,<35,Undergraduate,Man,Dev,16,11,72936.0,12,1
6325,>35,Undergraduate,Man,Dev,20,14,84019.0,8,0
6326,<35,Undergraduate,Man,Dev,13,9,24792.0,15,1
6327,<35,Undergraduate,Man,Dev,20,7,38916.0,11,0
6328,<35,Master,Man,Dev,9,2,51240.0,12,0
6329,<35,Other,Man,Dev,11,10,40537.0,21,1
6330,>35,Master,Man,Dev,24,15,51888.0,21,1
6331,<35,NoHigherEd,Man,Dev,13,6,58368.0,13,1
6332,<35,Undergraduate,Man,Dev,20,9,14897.0,26,1
6333,<35,NoHigherEd,Man,Dev,7,0,23268.0,12,1
6334,<35,Master,Man,Dev,8,6,61176.0,17,1
6335,<35,Undergraduate,Man,Dev,7,5,43239.0,7,1
6336,<35,Undergraduate,Man,Dev,4,1,1644.0,20,1
6337,<35,Master,Man,Dev,11,4,51887.0,11,0
6338,>35,Undergraduate,NonBinary,Dev,20,13,48644.0,6,0
6339,>35,Undergraduate,Man,Dev,30,25,172957.0,18,1
6340,<35,NoHigherEd,Man,Dev,9,7,30864.0,19,0
6341,<35,Master,Man,Dev,7,1,33510.0,15,1
6342,<35,Undergraduate,Man,Dev,7,2,3012.0,13,1
6343,<35,Undergraduate,Man,Dev,4,1,3528.0,8,0
6344,>35,PhD,Man,Dev,32,22,63281.0,26,1
6345,<35,Master,Woman,Dev,7,4,64859.0,8,0
6346,<35,Master,Man,Dev,14,7,5664.0,15,1
6347,<35,Undergraduate,Man,Dev,2,0,15600.0,19,0
6348,<35,Master,Man,Dev,10,5,75669.0,5,0
6349,>35,NoHigherEd,Man,Dev,22,16,77832.0,24,1
6350,<35,Master,Man,Dev,20,10,106895.0,17,1
6351,>35,Other,Man,Dev,15,12,68102.0,16,0
6352,<35,Other,NonBinary,Dev,14,6,3348.0,9,0
6353,<35,Undergraduate,Man,Dev,10,3,25944.0,11,0
6354,>35,Master,Man,Dev,25,21,75936.0,6,0
6355,>35,Undergraduate,Man,Dev,26,17,135722.0,23,1
6356,<35,Undergraduate,Man,Dev,15,7,58373.0,23,1
6357,<35,Undergraduate,Man,Dev,6,2,38916.0,7,0
6358,<35,Undergraduate,Man,Dev,16,3,76066.0,17,1
6359,<35,Undergraduate,Man,Dev,19,8,71950.0,8,0
6360,<35,Undergraduate,Man,Dev,12,6,20943.0,5,0
6361,>35,Master,Man,Dev,35,30,37932.0,4,0
6362,<35,Master,Man,Dev,11,4,51704.0,8,0
6363,<35,Other,Man,Dev,10,4,4800.0,15,0
6364,<35,Undergraduate,Man,Dev,7,4,20016.0,19,1
6365,<35,Master,Man,Dev,18,5,79776.0,11,0
6366,>35,Master,Man,Dev,20,13,118685.0,13,1
6367,<35,NoHigherEd,Man,Dev,6,0,27240.0,14,1
6368,<35,Master,Man,NotDev,15,10,152473.0,11,0
6369,>35,Other,Man,Dev,20,12,41112.0,14,0
6370,<35,NoHigherEd,Man,Dev,9,7,112068.0,5,0
6371,<35,Undergraduate,Man,Dev,3,6,6456.0,14,1
6372,<35,Undergraduate,Man,Dev,6,8,28500.0,18,1
6373,>35,Master,Man,Dev,22,13,73944.0,6,0
6374,<35,Master,Man,Dev,20,6,78764.0,5,0
6375,<35,Undergraduate,Woman,Dev,10,3,50316.0,13,1
6376,<35,Master,Man,Dev,6,4,120000.0,7,0
6377,<35,Undergraduate,Man,Dev,11,4,45408.0,13,1
6378,>35,Master,Man,Dev,22,15,152473.0,8,0
6379,>35,Other,Man,Dev,10,7,69828.0,5,0
6380,>35,Master,Man,Dev,18,12,102501.0,9,1
6381,>35,Undergraduate,Man,Dev,38,33,124313.0,15,1
6382,>35,Other,Man,Dev,20,10,67561.0,15,0
6383,<35,Other,Man,Dev,5,1,27227.0,23,1
6384,<35,Master,Man,Dev,7,3,64737.0,10,0
6385,<35,Master,Man,Dev,9,5,32424.0,24,1
6386,>35,Master,Man,Dev,18,14,77832.0,14,0
6387,<35,Undergraduate,Man,Dev,13,9,69792.0,14,1
6388,>35,Other,Man,Dev,27,11,47563.0,19,1
6389,<35,Undergraduate,Man,Dev,6,2,41508.0,23,1
6390,<35,Undergraduate,Man,Dev,6,2,44678.0,13,1
6391,>35,Undergraduate,Man,Dev,19,15,39295.0,17,1
6392,<35,Master,Man,Dev,8,2,30267.0,10,0
6393,<35,NoHigherEd,Man,Dev,5,2,70044.0,22,0
6394,<35,Other,Man,Dev,24,14,87556.0,12,0
6395,<35,Undergraduate,Man,Dev,15,11,203786.0,22,1
6396,<35,Master,Woman,NotDev,13,4,32429.0,2,0
6397,>35,Master,Man,Dev,38,23,94045.0,19,1
6398,<35,Undergraduate,Man,Dev,3,2,37834.0,16,1
6399,<35,Undergraduate,Man,Dev,2,0,5364.0,5,0
6400,<35,Undergraduate,Man,Dev,10,2,63444.0,12,1
6401,<35,Undergraduate,Man,Dev,10,8,12000.0,16,1
6402,>35,Other,Man,Dev,20,12,31348.0,16,1
6403,<35,Undergraduate,Man,Dev,9,5,13962.0,15,1
6404,<35,Undergraduate,Man,Dev,10,7,20943.0,13,0
6405,<35,Master,Man,Dev,15,5,54480.0,13,1
6406,<35,Master,Man,Dev,14,9,54289.0,17,1
6407,>35,PhD,Man,NotDev,21,11,62579.0,2,0
6408,>35,Undergraduate,Man,Dev,30,19,43239.0,15,1
6409,<35,Undergraduate,Man,Dev,8,4,72426.0,23,1
6410,<35,Other,Man,Dev,9,2,15192.0,10,0
6411,<35,Other,Man,Dev,13,7,61368.0,11,1
6412,<35,Undergraduate,Woman,Dev,7,2,14784.0,15,1
6413,<35,Master,Man,Dev,10,4,38292.0,5,0
6414,<35,Master,Man,Dev,10,4,45.0,11,0
6415,<35,Other,Man,Dev,2,0,25944.0,7,0
6416,<35,Undergraduate,Man,Dev,6,2,11832.0,5,0
6417,>35,NoHigherEd,Man,Dev,20,15,46704.0,10,1
6418,<35,Undergraduate,Man,Dev,12,5,38916.0,20,0
6419,>35,PhD,Man,Dev,22,8,196641.0,10,0
6420,<35,Undergraduate,Man,Dev,8,5,45401.0,20,1
6421,>35,Undergraduate,Man,Dev,39,18,48644.0,5,0
6422,<35,Undergraduate,Man,Dev,4,2,50000.0,19,0
6423,>35,Other,Man,Dev,15,10,67021.0,25,1
6424,<35,Master,Man,Dev,11,3,39996.0,13,0
6425,<35,Undergraduate,Man,Dev,10,2,18936.0,13,0
6426,>35,Master,Man,Dev,25,17,151054.0,28,1
6427,<35,Undergraduate,Man,Dev,7,5,53184.0,4,0
6428,>35,PhD,Man,Dev,6,2,33408.0,14,0
6429,<35,Other,Man,Dev,10,1,9432.0,17,1
6430,<35,Undergraduate,Man,Dev,10,6,20943.0,4,0
6431,>35,Other,Man,NotDev,15,5,101311.0,9,1
6432,<35,Other,Man,Dev,17,10,49212.0,6,0
6433,<35,Other,Man,Dev,13,10,43239.0,12,1
6434,<35,Other,Man,Dev,13,5,45401.0,9,0
6435,<35,Other,NonBinary,Dev,12,7,51887.0,14,1
6436,>35,Master,Man,Dev,20,10,59454.0,30,1
6437,<35,Undergraduate,Man,Dev,17,13,49296.0,16,0
6438,>35,Other,Man,Dev,8,6,44040.0,25,1
6439,<35,Master,Man,Dev,6,2,27025.0,5,0
6440,<35,Undergraduate,Man,Dev,10,5,51704.0,20,1
6441,<35,Undergraduate,Man,Dev,4,0,12972.0,6,0
6442,<35,Undergraduate,Man,Dev,4,2,2792.0,13,1
6443,>35,NoHigherEd,Man,Dev,15,12,38916.0,15,1
6444,>35,PhD,NonBinary,NotDev,20,11,70264.0,21,1
6445,>35,Master,Man,Dev,22,15,108098.0,16,1
6446,<35,Undergraduate,Man,Dev,12,10,41880.0,13,0
6447,<35,Master,Woman,Dev,7,2,65816.0,14,1
6448,<35,Undergraduate,Man,Dev,15,5,46704.0,3,0
6449,>35,Other,Man,Dev,19,19,79980.0,9,0
6450,>35,Master,Man,Dev,17,11,27540.0,8,0
6451,<35,Undergraduate,Man,Dev,10,3,32429.0,11,1
6452,>35,Master,Man,Dev,29,22,135123.0,10,0
6453,<35,Undergraduate,Man,Dev,5,2,5794.0,20,1
6454,>35,Master,Man,Dev,24,15,49296.0,8,1
6455,<35,Master,Man,Dev,8,4,9108.0,10,1
6456,>35,Undergraduate,Man,Dev,7,6,68856.0,12,1
6457,<35,Undergraduate,Man,Dev,10,8,59676.0,6,0
6458,<35,Undergraduate,Man,Dev,11,8,41508.0,17,1
6459,<35,Undergraduate,Man,Dev,8,5,34591.0,13,1
6460,<35,Other,Man,Dev,7,7,45396.0,23,1
6461,>35,Other,Man,Dev,43,35,121572.0,19,1
6462,<35,Undergraduate,Man,Dev,5,1,11676.0,26,1
6463,>35,NoHigherEd,Man,Dev,36,23,68102.0,14,1
6464,<35,Master,Man,Dev,20,11,92964.0,14,0
6465,<35,Master,Man,Dev,7,4,30000.0,17,0
6466,<35,PhD,Man,Dev,6,6,36444.0,14,1
6467,<35,Undergraduate,Man,Dev,15,5,24084.0,17,1
6468,<35,Undergraduate,Man,Dev,9,5,51636.0,14,1
6469,<35,Undergraduate,Man,Dev,12,3,67728.0,12,0
6470,<35,Master,Man,Dev,3,2,18156.0,12,0
6471,<35,Undergraduate,Man,Dev,10,8,103408.0,8,0
6472,>35,PhD,Man,Dev,15,15,81074.0,12,0
6473,<35,Master,Man,Dev,11,9,45732.0,8,0
6474,>35,Undergraduate,Man,Dev,7,2,34900.0,9,0
6475,<35,Undergraduate,Man,Dev,8,0,5585.0,8,0
6476,<35,Undergraduate,Man,NotDev,12,11,154104.0,13,0
6477,>35,Undergraduate,Man,Dev,27,15,64859.0,13,0
6478,<35,NoHigherEd,Man,Dev,12,11,36753.0,14,1
6479,<35,Undergraduate,Man,Dev,10,5,92222.0,9,0
6480,<35,Undergraduate,Man,Dev,5,1,10380.0,6,0
6481,<35,Undergraduate,Man,Dev,12,6,19728.0,3,0
6482,<35,Undergraduate,Man,Dev,10,4,72636.0,9,0
6483,<35,Other,Man,Dev,5,2,11028.0,6,0
6484,>35,Master,Man,Dev,14,14,71345.0,15,1
6485,<35,Master,Man,Dev,14,7,38874.0,9,0
6486,>35,Master,Man,Dev,44,39,69800.0,3,0
6487,<35,Undergraduate,Man,Dev,12,10,70264.0,11,0
6488,<35,Undergraduate,Man,Dev,11,6,48644.0,7,0
6489,<35,Master,Man,Dev,12,5,93067.0,13,0
6490,<35,Undergraduate,Man,Dev,17,11,127061.0,14,1
6491,<35,Master,Man,Dev,8,4,42288.0,9,0
6492,<35,Undergraduate,Man,Dev,12,4,118908.0,9,0
6493,<35,Master,Man,Dev,6,3,17124.0,11,0
6494,>35,NoHigherEd,Man,Dev,35,25,71345.0,15,0
6495,<35,Undergraduate,Man,NotDev,2,1,4656.0,7,0
6496,>35,Undergraduate,Man,Dev,13,10,78000.0,12,1
6497,<35,Other,NonBinary,NotDev,3,0,25944.0,11,0
6498,<35,Undergraduate,Man,Dev,8,3,14268.0,4,0
6499,<35,Undergraduate,Man,Dev,17,10,86604.0,12,0
6500,<35,Undergraduate,Man,Dev,7,4,28437.0,18,1
6501,<35,Master,Man,Dev,12,6,31132.0,15,1
6502,<35,Undergraduate,Man,Dev,4,0,47563.0,11,1
6503,<35,Master,Man,Dev,18,6,60253.0,19,0
6504,<35,Master,Man,Dev,6,4,6996.0,17,1
6505,<35,Master,Man,Dev,3,2,58167.0,16,0
6506,<35,NoHigherEd,Man,Dev,8,3,44969.0,11,0
6507,>35,Undergraduate,Man,Dev,26,22,67452.0,16,1
6508,>35,Master,Man,Dev,20,15,25944.0,13,1
6509,<35,Undergraduate,Man,Dev,8,3,36753.0,10,0
6510,<35,NoHigherEd,Man,Dev,8,5,108000.0,3,0
6511,<35,Undergraduate,Man,Dev,5,3,32424.0,9,1
6512,<35,Master,Woman,Dev,7,2,9864.0,26,1
6513,<35,Undergraduate,Man,Dev,5,1,25721.0,11,0
6514,<35,Undergraduate,Man,Dev,10,6,61616.0,15,0
6515,<35,Master,Man,Dev,10,6,83196.0,5,0
6516,<35,Undergraduate,Man,Dev,20,12,48644.0,16,0
6517,<35,Master,Man,Dev,16,12,64859.0,13,0
6518,<35,NoHigherEd,Man,Dev,6,4,40032.0,14,1
6519,<35,Undergraduate,Man,Dev,6,2,144132.0,3,0
6520,<35,Master,Man,Dev,9,2,32652.0,9,0
6521,<35,Undergraduate,Man,Dev,20,12,49308.0,23,1
6522,<35,NoHigherEd,Man,Dev,7,4,101852.0,13,0
6523,>35,Master,Man,Dev,20,14,64859.0,17,1
6524,>35,Master,Man,Dev,9,6,75669.0,16,1
6525,<35,Master,Man,Dev,6,2,276.0,17,1
6526,<35,Undergraduate,Man,Dev,9,5,70774.0,4,0
6527,<35,Undergraduate,Man,Dev,20,8,129474.0,12,1
6528,>35,Undergraduate,Man,NotDev,6,6,17148.0,5,0
6529,<35,Undergraduate,Man,Dev,10,2,26016.0,21,1
6530,<35,Master,Man,Dev,5,4,4356.0,20,1
6531,<35,Master,Man,Dev,6,3,59052.0,16,1
6532,<35,Undergraduate,Man,Dev,12,5,50000.0,12,1
6533,<35,Undergraduate,Man,Dev,8,2,18876.0,11,0
6534,<35,NoHigherEd,Man,Dev,25,13,65940.0,8,1
6535,<35,Undergraduate,Man,Dev,15,10,27923.0,3,0
6536,>35,Master,Man,Dev,25,19,103776.0,12,1
6537,<35,Other,Man,Dev,10,8,42804.0,21,1
6538,<35,Undergraduate,Man,Dev,3,3,5724.0,5,0
6539,<35,Undergraduate,Man,Dev,8,3,80172.0,6,0
6540,<35,Undergraduate,Man,Dev,6,4,58368.0,19,1
6541,>35,Master,Man,Dev,14,12,97128.0,10,0
6542,<35,Master,Man,Dev,15,5,69960.0,9,0
6543,<35,Master,Man,Dev,12,5,48644.0,11,1
6544,<35,Master,Man,Dev,12,6,29320.0,20,1
6545,<35,NoHigherEd,Man,Dev,15,10,37294.0,23,1
6546,<35,Master,Woman,Dev,8,2,38916.0,7,0
6547,<35,Undergraduate,Man,Dev,10,2,25944.0,16,1
6548,>35,PhD,Man,NotDev,21,12,27804.0,3,0
6549,<35,Master,Man,Dev,8,0,64737.0,23,1
6550,<35,NoHigherEd,Man,Dev,22,10,117324.0,18,1
6551,>35,Master,Man,Dev,22,13,62697.0,25,1
6552,<35,Master,Man,Dev,13,5,47011.0,5,0
6553,<35,Undergraduate,Man,Dev,7,4,95000.0,7,0
6554,<35,Master,Man,Dev,10,4,27684.0,17,0
6555,<35,Undergraduate,Man,NotDev,4,1,35672.0,19,0
6556,>35,Undergraduate,Man,Dev,37,33,103408.0,12,1
6557,<35,Master,Man,Dev,11,3,71340.0,17,0
6558,>35,Undergraduate,Man,Dev,15,30,78552.0,19,1
6559,>35,PhD,Man,NotDev,18,10,102918.0,6,0
6560,<35,Other,NonBinary,Dev,20,16,41508.0,14,1
6561,<35,Master,Woman,NotDev,5,5,52996.0,8,0
6562,<35,Master,Man,Dev,17,11,140527.0,23,1
6563,<35,Undergraduate,Man,Dev,6,2,64224.0,22,1
6564,<35,Undergraduate,Man,Dev,9,6,71345.0,16,1
6565,<35,Master,Man,Dev,18,12,48600.0,16,1
6566,<35,Master,Man,Dev,10,4,43780.0,17,1
