,Age,EdLevel,Gender,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed
5676,<35,NoHigherEd,Man,Dev,13,6,10284.0,11,0
5677,<35,PhD,Man,Dev,17,8,69800.0,9,0
5678,<35,Master,Man,Dev,18,6,35940.0,14,1
5679,<35,Undergraduate,Man,Dev,9,4,8376.0,11,0
5680,<35,Other,Man,Dev,5,4,47563.0,11,1
5681,<35,Other,Man,Dev,6,0,48644.0,8,1
5682,>35,Other,Man,Dev,35,18,43536.0,14,1
5683,<35,NoHigherEd,Man,Dev,7,4,5664.0,17,1
5684,<35,Undergraduate,Man,Dev,6,2,7679.0,7,0
5685,<35,Undergraduate,Man,Dev,14,10,16754.0,19,1
5686,<35,Master,Man,Dev,10,3,20760.0,7,0
5687,<35,Master,Man,Dev,10,5,15912.0,13,0
5688,>35,Master,Man,Dev,33,22,91883.0,14,1
5689,<35,Undergraduate,Man,Dev,10,5,12566.0,16,0
5690,<35,NoHigherEd,Man,Dev,4,4,8568.0,13,1
5691,<35,NoHigherEd,Man,Dev,6,3,27948.0,8,0
5692,>35,Undergraduate,Man,Dev,30,20,61366.0,8,0
5693,<35,Other,Man,Dev,10,7,52968.0,29,1
5694,>35,Master,Man,Dev,19,16,45396.0,13,1
5695,<35,Master,Man,Dev,20,10,88640.0,3,0
5696,<35,Undergraduate,Man,Dev,5,4,12564.0,23,1
5697,<35,Undergraduate,Man,Dev,6,4,6696.0,12,1
5698,<35,Other,Man,Dev,17,6,110000.0,16,1
5699,>35,Master,Man,Dev,21,14,64859.0,9,1
5700,<35,Undergraduate,Man,Dev,4,1,9075.0,12,1
5701,>35,Undergraduate,Man,Dev,21,12,41597.0,21,1
5702,<35,Undergraduate,Man,Dev,1,1,41098.0,11,1
5703,>35,Master,Man,Dev,20,11,64859.0,14,0
5704,<35,Undergraduate,Man,Dev,6,3,20943.0,16,1
5705,<35,Undergraduate,Man,Dev,10,5,73491.0,25,1
5706,>35,Undergraduate,Man,Dev,25,15,158826.0,30,1
5707,<35,Undergraduate,Man,Dev,6,4,41004.0,13,1
5708,<35,Undergraduate,Man,Dev,5,1,14748.0,6,0
5709,<35,Undergraduate,Man,Dev,5,5,4188.0,14,0
5710,<35,Undergraduate,Man,Dev,4,3,64860.0,15,1
5711,<35,Master,Man,Dev,6,2,19546.0,11,0
5712,<35,Undergraduate,Man,Dev,6,2,11328.0,9,0
5713,<35,Undergraduate,Man,Dev,3,2,70000.0,11,1
5714,<35,Master,Man,Dev,10,3,35028.0,13,0
5715,<35,Undergraduate,Man,Dev,5,0,9773.0,9,0
5716,<35,Master,Man,NotDev,6,4,121391.0,3,0
5717,<35,Undergraduate,Man,Dev,8,5,19546.0,9,1
5718,<35,Other,Man,Dev,16,11,86478.0,9,0
5719,<35,Undergraduate,Man,Dev,6,3,8868.0,19,1
5720,>35,Undergraduate,Man,Dev,17,13,43788.0,13,1
5721,<35,Undergraduate,Man,Dev,10,6,59454.0,9,1
5722,<35,Other,Man,Dev,16,7,60324.0,21,1
5723,<35,Undergraduate,Man,Dev,10,7,97106.0,11,1
5724,<35,Undergraduate,Man,Dev,10,7,20352.0,23,1
5725,>35,Master,Man,Dev,20,15,97536.0,10,1
5726,<35,Undergraduate,Man,Dev,3,1,42024.0,12,1
5727,<35,Undergraduate,Man,Dev,10,5,48000.0,13,1
5728,<35,Other,Man,Dev,7,3,68102.0,15,1
5729,>35,Other,Man,NotDev,20,15,37834.0,18,1
5730,<35,Undergraduate,Man,Dev,16,12,73074.0,9,1
5731,<35,Master,Man,Dev,15,5,101649.0,4,0
5732,<35,NoHigherEd,Man,NotDev,21,9,190000.0,37,1
5733,<35,Undergraduate,Woman,Dev,2,1,2880.0,9,0
5734,<35,Undergraduate,Man,Dev,4,3,46788.0,18,1
5735,>35,Master,Man,Dev,30,22,97106.0,3,0
5736,<35,Undergraduate,Man,Dev,20,10,165000.0,11,1
5737,<35,Undergraduate,Man,Dev,10,3,30372.0,11,0
5738,<35,Undergraduate,Man,Dev,10,6,23088.0,10,1
5739,<35,Undergraduate,Man,Dev,6,3,19956.0,9,0
5740,<35,Master,Man,Dev,12,8,59454.0,17,1
5741,<35,Master,Man,Dev,14,8,25476.0,9,1
5742,<35,Master,Man,Dev,11,7,31836.0,20,1
5743,>35,Master,Man,Dev,31,18,71381.0,5,0
5744,>35,Undergraduate,Man,Dev,30,20,118908.0,11,0
5745,<35,Other,Man,Dev,10,4,45396.0,12,1
5746,<35,Undergraduate,Man,Dev,7,3,60505.0,6,0
5747,>35,Undergraduate,Man,Dev,30,26,38916.0,5,0
5748,<35,Master,Man,Dev,12,6,62697.0,6,0
5749,<35,Undergraduate,Man,Dev,12,1,68190.0,11,1
5750,<35,Undergraduate,Man,Dev,9,5,43537.0,9,1
5751,<35,Undergraduate,Woman,Dev,6,5,135000.0,17,1
5752,<35,Undergraduate,Man,Dev,5,1,12566.0,5,0
5753,<35,Undergraduate,Man,Dev,8,5,36024.0,19,1
5754,<35,Master,Man,Dev,9,4,27025.0,9,0
5755,<35,Master,Man,Dev,11,7,34904.0,20,0
5756,>35,Master,Man,Dev,19,14,36420.0,9,1
5757,<35,Undergraduate,Man,Dev,4,3,38915.0,13,0
5758,<35,Master,Man,Dev,12,6,58050.0,17,0
5759,>35,Master,Man,Dev,19,15,63792.0,11,0
5760,<35,Undergraduate,Man,Dev,2,1,2508.0,6,0
5761,<35,Master,Man,Dev,8,6,22339.0,26,1
5762,<35,Master,Man,Dev,16,8,8712.0,20,1
5763,<35,Master,Man,Dev,13,8,16080.0,9,0
5764,>35,Master,Man,Dev,28,19,9540.0,2,0
5765,<35,Undergraduate,NonBinary,Dev,16,7,200000.0,7,0
5766,>35,Master,Man,Dev,28,15,41520.0,5,0
5767,<35,Undergraduate,Man,Dev,8,5,42804.0,23,1
5768,>35,Master,Man,Dev,0,5,37834.0,11,0
5769,>35,Undergraduate,Man,Dev,30,23,31128.0,23,1
5770,<35,Master,Man,NotDev,3,3,10932.0,4,0
5771,>35,Undergraduate,Man,Dev,14,11,111814.0,19,1
5772,<35,Master,Man,Dev,11,5,80922.0,16,1
5773,>35,Undergraduate,Man,Dev,20,15,77832.0,15,1
5774,<35,Undergraduate,Man,Dev,12,7,59454.0,16,0
5775,>35,Master,Man,Dev,15,12,11724.0,15,1
5776,>35,Undergraduate,Man,Dev,16,13,42468.0,7,0
5777,<35,Undergraduate,Man,Dev,5,3,95000.0,7,0
5778,<35,Undergraduate,Man,Dev,9,6,66000.0,11,1
5779,<35,Undergraduate,Man,Dev,4,1,12816.0,13,0
5780,<35,Other,Man,Dev,17,12,64860.0,13,1
5781,<35,NoHigherEd,Man,Dev,8,5,37716.0,10,0
5782,<35,Master,Man,Dev,7,4,22644.0,14,1
5783,<35,Master,Man,Dev,13,6,81074.0,14,0
5784,<35,Master,Man,Dev,8,6,32424.0,12,0
5785,<35,Master,Man,Dev,13,13,17412.0,4,0
5786,<35,Master,Man,Dev,10,5,72636.0,3,0
5787,<35,Undergraduate,Man,Dev,8,6,32112.0,19,0
5788,>35,Undergraduate,Man,Dev,21,18,120257.0,11,1
5789,<35,Undergraduate,Man,Dev,14,4,19740.0,20,1
5790,<35,Other,Man,Dev,10,7,58548.0,19,1
5791,<35,Undergraduate,Man,Dev,12,6,9948.0,10,0
5792,>35,PhD,Man,NotDev,22,12,32429.0,6,0
5793,<35,Undergraduate,Man,NotDev,20,10,89929.0,13,1
5794,>35,Other,Man,Dev,9,8,45408.0,17,1
5795,<35,Other,Man,Dev,3,2,10956.0,15,1
5796,>35,Master,Man,Dev,20,17,97200.0,16,1
5797,<35,Undergraduate,Man,Dev,8,4,70368.0,0,0
5798,<35,Master,Man,Dev,10,5,16752.0,15,0
5799,>35,Master,Man,Dev,23,18,75669.0,9,1
5800,<35,Undergraduate,Man,Dev,8,5,155664.0,16,1
5801,<35,Master,Man,Dev,20,14,99456.0,8,0
5802,>35,NoHigherEd,Man,Dev,25,15,48644.0,5,0
5803,<35,Master,Man,Dev,6,5,4800.0,12,1
5804,<35,Undergraduate,Man,Dev,7,0,86604.0,22,1
5805,<35,Undergraduate,Man,Dev,12,10,21780.0,12,1
5806,>35,PhD,Man,NotDev,10,1,27756.0,3,0
5807,<35,Undergraduate,Man,Dev,6,1,10020.0,25,1
5808,<35,Undergraduate,Man,Dev,10,7,41508.0,21,1
5809,<35,Undergraduate,Man,Dev,7,2,40500.0,13,0
5810,<35,PhD,Man,NotDev,4,2,28308.0,8,0
5811,<35,Master,Man,Dev,10,4,76831.0,20,1
5812,<35,Master,Man,Dev,10,8,3420.0,8,0
5813,<35,Undergraduate,Man,Dev,8,6,34741.0,10,1
5814,<35,Master,Man,Dev,8,6,41077.0,12,1
5815,<35,Undergraduate,Man,Dev,20,10,33504.0,18,0
5816,<35,Undergraduate,Man,Dev,17,13,81074.0,17,1
5817,<35,Master,Man,Dev,7,4,47826.0,14,1
5818,<35,Undergraduate,Man,Dev,12,2,36972.0,3,0
5819,<35,Master,Man,Dev,14,10,36444.0,13,1
5820,<35,Other,Man,Dev,7,5,170000.0,24,1
5821,<35,Undergraduate,Man,Dev,5,2,5026.0,15,1
5822,<35,Undergraduate,Man,Dev,7,3,2964.0,11,0
5823,<35,Master,Man,Dev,10,7,33508.0,16,1
5824,<35,Undergraduate,Man,Dev,9,3,55160.0,12,1
5825,>35,Undergraduate,Man,NotDev,13,11,66828.0,22,1
5826,<35,Undergraduate,Woman,Dev,11,5,85000.0,20,1
5827,<35,Master,Woman,Dev,14,9,76992.0,13,0
5828,>35,Other,Man,Dev,5,3,55224.0,9,1
5829,>35,Undergraduate,Woman,Dev,19,14,61806.0,10,1
5830,<35,Master,Man,Dev,10,1,44100.0,9,0
5831,<35,Undergraduate,Man,NotDev,5,2,2508.0,10,1
5832,>35,Undergraduate,Man,NotDev,10,14,16752.0,6,0
5833,<35,Master,Man,Dev,15,7,47563.0,10,0
5834,>35,Master,Man,Dev,42,32,77556.0,11,1
5835,<35,Other,Man,Dev,10,3,20784.0,22,1
5836,<35,Undergraduate,Man,Dev,13,6,61368.0,9,0
5837,<35,Other,Man,Dev,8,3,15000.0,12,1
5838,>35,Master,Man,Dev,12,8,25131.0,15,0
5839,>35,Undergraduate,Man,Dev,20,12,35508.0,12,0
5840,<35,Other,Man,Dev,0,18,90000.0,17,1
5841,<35,Undergraduate,Man,Dev,5,3,5868.0,7,1
5842,<35,Master,Man,Dev,8,8,19546.0,27,1
5843,>35,Undergraduate,Man,Dev,5,1,19452.0,13,0
5844,<35,NoHigherEd,Man,Dev,3,3,6696.0,10,0
5845,>35,Undergraduate,Man,NotDev,24,11,52596.0,16,1
5846,>35,Master,Man,Dev,20,13,84316.0,9,1
5847,<35,Undergraduate,Man,Dev,9,4,103682.0,15,1
5848,<35,Master,Man,Dev,13,7,53376.0,9,0
5849,>35,Master,Man,Dev,20,15,71340.0,6,1
5850,<35,Undergraduate,Man,Dev,5,2,22339.0,18,1
5851,<35,Undergraduate,Man,NotDev,4,4,23208.0,5,0
5852,<35,Other,Man,Dev,13,6,43780.0,6,0
5853,<35,Master,Man,Dev,10,7,43692.0,23,1
5854,<35,Other,Man,Dev,10,5,33508.0,14,0
5855,<35,Undergraduate,Man,Dev,8,3,12036.0,14,1
5856,<35,Undergraduate,Man,Dev,5,3,8376.0,7,0
5857,<35,PhD,Man,Dev,10,1,102882.0,4,0
5858,<35,Undergraduate,Man,Dev,12,7,59454.0,6,0
5859,<35,Undergraduate,Man,Dev,9,3,35650.0,10,0
5860,<35,Master,Man,Dev,13,8,64860.0,5,0
5861,<35,Undergraduate,Man,Dev,7,6,27923.0,12,0
5862,<35,Undergraduate,Man,Dev,3,2,10052.0,9,0
5863,<35,Undergraduate,Man,Dev,8,4,19728.0,29,1
5864,<35,Undergraduate,Man,Dev,7,5,125000.0,11,1
5865,<35,Undergraduate,Man,Dev,4,3,8136.0,13,0
5866,<35,Undergraduate,Man,Dev,20,5,47788.0,19,1
5867,<35,Master,Man,NotDev,7,0,16752.0,11,1
5868,<35,Undergraduate,Man,Dev,7,1,46482.0,15,1
5869,<35,Undergraduate,Man,Dev,3,2,19596.0,14,0
5870,<35,Undergraduate,Man,Dev,3,3,150000.0,11,1
5871,<35,Undergraduate,Man,Dev,5,0,29186.0,8,0
5872,<35,PhD,Man,Dev,8,3,56196.0,12,0
5873,<35,Other,Woman,Dev,3,1,4644.0,7,0
5874,<35,Undergraduate,Man,Dev,7,3,85104.0,17,1
5875,<35,PhD,Man,Dev,11,6,108098.0,14,1
5876,>35,Undergraduate,Man,Dev,20,10,18156.0,10,0
5877,<35,Undergraduate,Man,Dev,10,6,64860.0,19,1
5878,<35,NoHigherEd,Man,Dev,14,6,48479.0,10,1
5879,>35,Undergraduate,Man,Dev,32,22,86935.0,9,0
5880,>35,Master,Man,Dev,26,20,38916.0,5,0
5881,<35,Master,Man,Dev,12,3,13740.0,17,0
5882,>35,Master,Man,Dev,26,16,77831.0,12,1
5883,<35,Other,Man,Dev,10,8,16752.0,17,0
5884,<35,Undergraduate,Man,Dev,21,11,58373.0,7,0
5885,<35,Master,Man,Dev,20,6,62268.0,15,0
5886,>35,Undergraduate,Man,Dev,18,4,40100.0,19,1
5887,<35,Undergraduate,Man,Dev,9,5,135000.0,19,1
5888,<35,Undergraduate,Man,Dev,8,3,20943.0,22,1
5889,<35,Other,Man,Dev,11,7,45396.0,12,1
5890,>35,Undergraduate,Man,Dev,16,11,168108.0,14,0
5891,<35,Undergraduate,Man,Dev,5,3,16754.0,24,1
5892,<35,Undergraduate,Man,Dev,7,4,64737.0,6,0
5893,<35,Undergraduate,Man,Dev,6,6,20943.0,17,1
5894,<35,Undergraduate,Man,Dev,10,5,34591.0,13,1
5895,<35,Other,Man,Dev,11,8,77832.0,15,1
5896,<35,Undergraduate,Man,Dev,17,6,75444.0,16,0
5897,<35,Undergraduate,Man,Dev,8,3,15780.0,10,1
5898,<35,Master,Man,Dev,9,3,16152.0,6,0
5899,<35,Other,Man,Dev,6,6,11544.0,16,1
5900,<35,Master,Man,Dev,8,3,43239.0,7,0
5901,<35,NoHigherEd,Man,Dev,8,5,26000.0,8,0
5902,<35,Undergraduate,Man,Dev,13,6,103776.0,4,0
5903,<35,Undergraduate,Man,Dev,5,2,20943.0,2,0
5904,<35,Other,Man,Dev,8,4,92880.0,9,0
5905,<35,Undergraduate,Man,Dev,8,5,28536.0,22,1
5906,<35,Undergraduate,Woman,Dev,8,0,13572.0,5,0
5907,>35,Other,Man,Dev,30,25,91056.0,12,1
5908,>35,Master,Man,Dev,23,2,155111.0,12,0
5909,>35,Undergraduate,Man,Dev,15,12,54480.0,18,0
5910,<35,Other,Man,Dev,10,3,52104.0,7,0
5911,<35,Master,Man,Dev,15,10,40704.0,14,1
5912,>35,Undergraduate,Man,Dev,22,19,63816.0,6,0
5913,<35,Master,Man,Dev,11,8,103682.0,14,1
5914,<35,Undergraduate,Man,Dev,7,2,48000.0,13,0
5915,<35,Undergraduate,Man,Dev,16,12,24000.0,12,0
5916,>35,Undergraduate,Man,Dev,25,13,180000.0,16,1
5917,>35,Other,Man,Dev,20,15,129720.0,13,0
5918,<35,Master,Man,Dev,10,7,38915.0,16,1
5919,<35,Master,Man,Dev,15,9,408.0,15,1
5920,>35,Undergraduate,Man,Dev,7,4,135000.0,6,0
5921,>35,Master,Man,Dev,10,4,49308.0,11,0
5922,<35,Undergraduate,Man,Dev,11,5,49296.0,10,0
5923,<35,Undergraduate,Man,Dev,12,2,15780.0,29,1
5924,>35,Undergraduate,Man,Dev,31,24,62045.0,7,0
5925,<35,Undergraduate,Man,Dev,5,3,50806.0,12,0
5926,>35,Other,Man,Dev,22,7,147096.0,13,0
5927,<35,Master,Woman,Dev,11,5,49185.0,11,1
5928,<35,Master,Man,Dev,5,6,1680.0,13,1
5929,>35,PhD,Man,NotDev,17,10,200000.0,6,0
5930,<35,Master,Man,Dev,8,4,34591.0,20,1
5931,<35,Master,Man,Dev,15,10,62697.0,15,1
5932,<35,Undergraduate,Man,Dev,6,4,16704.0,16,0
5933,<35,Undergraduate,Man,Dev,1,0,29832.0,10,0
5934,<35,Other,Man,Dev,8,2,23388.0,17,1
5935,<35,Undergraduate,Man,Dev,11,2,27240.0,12,0
5936,<35,Master,Man,Dev,7,2,91484.0,8,0
5937,>35,Master,Man,Dev,30,20,194580.0,11,0
5938,>35,Undergraduate,Man,Dev,20,12,86000.0,13,1
5939,>35,Master,Man,Dev,35,21,73644.0,8,0
5940,<35,Master,Man,Dev,11,7,39636.0,12,0
5941,<35,Undergraduate,Man,Dev,8,2,47347.0,7,0
5942,<35,Undergraduate,Man,Dev,12,8,86062.0,16,1
5943,>35,Other,Man,Dev,10,9,14412.0,11,1
5944,<35,Master,Man,Dev,25,10,138308.0,9,0
5945,<35,Master,Man,Dev,10,5,70818.0,14,0
5946,<35,Master,Man,Dev,8,6,28500.0,16,0
5947,<35,Master,Man,Dev,4,4,25656.0,27,1
5948,<35,Other,Man,Dev,12,4,14916.0,4,0
5949,<35,Undergraduate,Man,Dev,3,0,2676.0,16,1
5950,>35,NoHigherEd,Man,Dev,9,8,121979.0,15,0
5951,<35,Master,Man,Dev,8,3,37834.0,10,0
5952,<35,Undergraduate,Man,Dev,5,2,12566.0,11,1
5953,<35,Other,Man,Dev,6,4,4392.0,15,0
5954,>35,Undergraduate,Man,Dev,22,6,64859.0,8,0
5955,<35,Master,Man,Dev,20,6,44550.0,4,0
5956,>35,Undergraduate,Man,NotDev,10,5,86853.0,11,0
5957,<35,Undergraduate,Man,Dev,10,7,9216.0,6,0
5958,>35,Undergraduate,Man,Dev,20,13,26268.0,21,1
5959,<35,Other,Man,Dev,15,15,73615.0,11,0
5960,>35,Other,Man,Dev,20,9,43564.0,13,1
5961,<35,NoHigherEd,Woman,Dev,1,0,1260.0,8,0
5962,<35,Undergraduate,Man,NotDev,12,4,10116.0,9,0
5963,<35,Undergraduate,Man,Dev,10,5,45401.0,16,1
5964,<35,Undergraduate,Man,Dev,9,6,39492.0,12,0
5965,<35,Undergraduate,Man,Dev,8,5,72600.0,16,1
5966,>35,Master,Man,NotDev,20,10,71129.0,1,0
5967,<35,Undergraduate,Man,Dev,6,2,100200.0,9,0
5968,>35,NoHigherEd,Man,Dev,29,25,155664.0,17,1
5969,<35,Master,Man,Dev,17,13,131880.0,19,1
5970,<35,Master,Man,Dev,2,1,15588.0,11,0
5971,<35,Undergraduate,Man,Dev,13,6,19776.0,17,1
5972,<35,Master,Man,Dev,17,11,83236.0,15,0
5973,<35,Master,Man,Dev,11,2,48000.0,13,1
5974,<35,Other,Man,Dev,4,2,7068.0,18,1
5975,>35,Master,Man,Dev,15,13,75669.0,19,1
5976,<35,Undergraduate,Man,Dev,5,0,8040.0,12,0
5977,<35,Undergraduate,Man,Dev,5,2,17616.0,16,1
5978,<35,Undergraduate,Man,Dev,23,11,46488.0,11,0
5979,>35,Other,Man,Dev,22,20,103408.0,13,1
5980,<35,Undergraduate,Man,Dev,10,6,20272.0,11,0
5981,<35,Other,Man,Dev,3,0,31740.0,7,0
5982,<35,Master,Man,Dev,7,0,11412.0,8,0
5983,<35,Undergraduate,Man,Dev,10,6,12.0,12,1
5984,>35,Other,Man,Dev,37,23,86478.0,8,0
5985,<35,Master,Man,NotDev,14,4,46482.0,6,0
5986,>35,Undergraduate,Man,Dev,40,32,164159.0,11,0
5987,<35,Master,Man,Dev,9,6,48456.0,10,0
5988,>35,Master,Man,Dev,21,19,101649.0,9,1
5989,<35,Undergraduate,Man,Dev,25,8,113910.0,19,1
5990,<35,Master,Man,Dev,7,4,12566.0,15,1
5991,<35,Undergraduate,Man,Dev,4,4,32429.0,23,1
5992,<35,Other,Man,Dev,15,10,35028.0,10,1
5993,<35,Undergraduate,Man,Dev,8,4,51887.0,10,0
5994,<35,NoHigherEd,Man,Dev,14,11,175100.0,12,1
5995,<35,Master,Man,Dev,10,4,35616.0,6,0
5996,>35,Undergraduate,Man,Dev,10,8,42000.0,25,1
5997,>35,Undergraduate,Man,Dev,26,20,140088.0,11,1
5998,<35,Undergraduate,Man,Dev,6,0,20124.0,24,1
5999,>35,Undergraduate,Man,Dev,21,21,100214.0,17,0
6000,<35,Undergraduate,Man,Dev,1,0,90482.0,14,0
6001,<35,Undergraduate,Woman,Dev,9,5,7215.0,13,0
6002,<35,Master,Man,Dev,8,5,64859.0,13,0
6003,<35,Master,Man,Dev,6,6,55776.0,14,1
6004,>35,Undergraduate,Man,NotDev,45,40,71345.0,5,0
6005,>35,Master,Man,Dev,13,9,45396.0,8,0
6006,<35,NoHigherEd,Man,Dev,5,4,44100.0,13,1
6007,<35,Master,Man,Dev,18,10,71340.0,4,0
6008,>35,Other,Man,Dev,17,15,22056.0,11,1
6009,<35,Undergraduate,Man,Dev,8,2,26527.0,17,1
6010,<35,Undergraduate,Man,Dev,5,4,14196.0,6,0
6011,<35,Master,Man,Dev,19,10,75669.0,16,1
6012,<35,Other,Man,Dev,15,15,91128.0,22,1
6013,<35,Other,Man,Dev,8,5,35028.0,8,0
6014,<35,Undergraduate,Man,Dev,6,2,9864.0,8,0
6015,<35,Undergraduate,Man,Dev,7,6,18150.0,8,0
6016,>35,NoHigherEd,Man,Dev,18,12,76750.0,6,0
6017,<35,Undergraduate,Man,Dev,3,0,192168.0,6,0
6018,>35,PhD,Man,Dev,8,8,83512.0,9,0
6019,>35,Master,Man,Dev,23,21,64630.0,10,0
6020,>35,PhD,Man,Dev,38,24,216196.0,6,0
6021,<35,Undergraduate,Man,Dev,17,10,168636.0,28,1
6022,<35,Undergraduate,Man,Dev,5,3,59454.0,12,0
6023,>35,Undergraduate,Man,Dev,15,11,140558.0,11,1
6024,<35,Master,Man,Dev,15,10,62268.0,17,1
6025,<35,Other,Man,Dev,11,2,14400.0,16,1
6026,<35,Undergraduate,Man,Dev,15,5,33096.0,3,0
6027,<35,Undergraduate,Man,Dev,7,3,22056.0,17,1
6028,<35,Undergraduate,Man,Dev,11,6,52968.0,12,0
6029,<35,Undergraduate,Woman,Dev,6,4,80000.0,8,0
6030,>35,Undergraduate,Man,Dev,30,20,76440.0,4,0
6031,<35,PhD,Woman,NotDev,9,4,25944.0,18,1
6032,<35,Undergraduate,Man,Dev,6,2,18000.0,17,1
6033,<35,Master,Man,Dev,15,7,88068.0,11,0
6034,<35,Master,Man,Dev,10,6,33504.0,9,0
6035,>35,Other,Man,Dev,20,14,71340.0,20,1
6036,>35,Undergraduate,Man,Dev,19,18,100214.0,9,0
6037,<35,NoHigherEd,Man,Dev,8,5,126084.0,8,0
6038,<35,Undergraduate,Man,Dev,15,7,12936.0,7,1
6039,>35,Master,Man,Dev,40,31,62950.0,14,0
6040,<35,Master,Man,Dev,14,6,24384.0,13,1
6041,<35,Undergraduate,Man,Dev,6,3,18768.0,8,1
6042,<35,Undergraduate,Man,Dev,14,6,32088.0,15,1
6043,>35,Undergraduate,Man,Dev,25,20,67500.0,13,1
6044,<35,Master,Man,Dev,7,4,14256.0,13,0
6045,>35,Undergraduate,Man,Dev,25,15,42756.0,18,1
6046,>35,Master,Man,Dev,18,14,20244.0,14,1
6047,<35,PhD,Man,Dev,20,9,48648.0,7,0
6048,<35,Undergraduate,Man,Dev,13,8,33919.0,6,0
6049,<35,Master,Man,Dev,11,7,22644.0,6,1
6050,<35,NoHigherEd,Man,Dev,6,5,25980.0,17,1
6051,<35,Undergraduate,Man,NotDev,5,4,71093.0,11,0
6052,<35,Undergraduate,Man,Dev,8,3,80556.0,11,1
6053,>35,Master,Man,Dev,22,11,28584.0,8,0
6054,<35,Undergraduate,Man,Dev,7,6,46200.0,11,1
6055,<35,Undergraduate,Man,Dev,8,1,8376.0,16,0
6056,<35,Other,Man,Dev,18,5,10810.0,10,0
6057,<35,Undergraduate,Man,Dev,4,2,8712.0,14,1
6058,<35,Master,Man,Dev,14,8,50028.0,4,0
6059,>35,Master,Man,Dev,17,13,132143.0,9,0
6060,<35,Master,Man,Dev,10,4,45564.0,8,0
6061,>35,Other,Man,Dev,34,25,45401.0,7,0
6062,<35,Master,Man,Dev,6,0,41363.0,10,0
6063,>35,Master,Man,Dev,45,33,170000.0,8,1
6064,>35,Undergraduate,Man,Dev,38,36,55847.0,17,0
6065,<35,Undergraduate,Man,Dev,10,4,13212.0,10,0
6066,<35,Undergraduate,Man,Dev,5,2,11016.0,11,1
6067,<35,Other,Man,Dev,14,7,26520.0,14,1
6068,<35,Undergraduate,Man,Dev,15,6,21585.0,8,1
6069,>35,Undergraduate,Man,Dev,22,10,56211.0,26,1
6070,<35,Undergraduate,Man,Dev,6,2,49296.0,8,0
6071,<35,Undergraduate,Man,Dev,6,1,9773.0,18,1
6072,<35,Undergraduate,Man,Dev,12,10,9717.0,7,0
6073,>35,PhD,Man,Dev,30,27,86478.0,9,0
6074,>35,Master,Man,Dev,25,18,36753.0,3,0
6075,<35,Undergraduate,Man,Dev,11,6,98210.0,19,1
6076,<35,Master,Man,Dev,17,11,23040.0,6,0
6077,<35,Master,Man,Dev,8,3,10052.0,4,0
6078,>35,Undergraduate,Man,Dev,36,22,144730.0,20,1
6079,<35,Undergraduate,Man,Dev,10,3,2928.0,8,1
6080,<35,Master,Man,Dev,15,6,56860.0,7,0
6081,>35,Undergraduate,Man,Dev,15,10,54049.0,13,1
6082,<35,Undergraduate,Man,Dev,7,4,9336.0,17,1
6083,<35,Undergraduate,Man,Dev,12,9,94656.0,6,0
6084,>35,Master,Man,Dev,21,16,55130.0,12,0
6085,<35,Undergraduate,Man,NotDev,5,1,8508.0,27,1
6086,>35,Master,Man,Dev,24,20,32424.0,3,0
6087,<35,PhD,Man,Dev,10,4,36753.0,6,0
6088,<35,Master,Man,Dev,8,3,43239.0,20,1
6089,<35,Other,Man,Dev,12,9,54049.0,16,1
6090,<35,Undergraduate,Man,Dev,3,1,12972.0,21,1
6091,<35,Undergraduate,Man,Dev,12,10,101649.0,20,1
6092,<35,Master,Man,Dev,10,9,77831.0,5,0
6093,>35,Master,Man,Dev,25,7,34476.0,11,1
6094,<35,Undergraduate,Man,Dev,5,3,23664.0,10,0
6095,<35,Other,Man,Dev,13,6,42960.0,18,1
6096,<35,Undergraduate,Man,Dev,10,6,80760.0,12,0
6097,<35,PhD,Man,NotDev,20,8,32424.0,6,0
6098,<35,Other,Man,Dev,11,5,64405.0,13,1
6099,<35,Undergraduate,Man,Dev,11,6,56874.0,8,0
6100,<35,Master,Man,Dev,11,5,23388.0,10,0
6101,>35,Undergraduate,Man,Dev,35,22,79776.0,22,1
6102,<35,Undergraduate,Man,Dev,10,2,64859.0,10,1
6103,<35,Master,Man,NotDev,10,3,36816.0,12,0
6104,<35,Master,Man,Dev,15,5,61368.0,17,1
6105,>35,PhD,Man,Dev,28,10,160605.0,4,0
6106,>35,Master,Man,Dev,9,5,70264.0,8,0
6107,>35,Master,Man,NotDev,25,25,81074.0,8,0
6108,<35,Undergraduate,Man,Dev,6,3,49296.0,9,0
6109,<35,Master,Man,Dev,7,6,31128.0,10,0
6110,<35,Undergraduate,Woman,Dev,10,4,2792.0,15,1
6111,>35,Undergraduate,NonBinary,Dev,32,32,48644.0,11,0
6112,<35,Undergraduate,Man,NotDev,13,1,38916.0,11,0
6113,>35,Master,Man,Dev,32,15,65052.0,12,1
6114,<35,Undergraduate,Man,Dev,6,3,25392.0,18,1
6115,<35,Other,Man,Dev,6,3,29976.0,16,1
6116,<35,Master,Man,Dev,16,13,19452.0,11,0
6117,<35,Undergraduate,Woman,Dev,7,6,49404.0,12,0
6118,<35,NoHigherEd,Man,Dev,9,3,42374.0,15,1
6119,<35,NoHigherEd,Man,Dev,5,4,12000.0,16,1
6120,>35,Other,Man,Dev,11,8,21187.0,16,1
