,Age,EdLevel,MentalHealth,MainBranch,YearsCode,YearsCodePro,custom_employment
40811,<35,Master,No,Dev,11,8,1
40812,<35,Undergraduate,No,Dev,5,1,1
40813,<35,Master,No,Dev,15,10,1
40814,>35,Other,No,Dev,30,20,0
40815,>35,Master,No,Dev,15,15,0
40816,<35,Undergraduate,No,Dev,14,5,1
40817,<35,Undergraduate,No,Dev,15,13,0
40818,<35,Master,Yes,Dev,19,5,0
40819,>35,Other,No,Dev,20,15,1
40820,<35,Other,No,Dev,3,2,1
40821,<35,Other,Yes,Dev,11,7,1
40822,<35,Undergraduate,No,Dev,7,2,0
40823,<35,Undergraduate,No,Dev,6,2,0
40824,>35,Undergraduate,Yes,Dev,42,36,1
40825,<35,Undergraduate,Yes,Dev,7,5,1
40826,<35,Undergraduate,No,Dev,10,6,1
40827,<35,Master,No,Dev,10,4,1
40828,<35,PhD,Yes,Dev,13,9,1
40829,>35,Other,No,Dev,13,12,1
40830,<35,Undergraduate,Yes,Dev,7,2,1
40831,<35,Undergraduate,No,NotDev,4,1,0
40832,<35,Other,Yes,Dev,11,10,0
40833,<35,Other,No,Dev,3,2,0
40834,>35,Master,No,NotDev,28,21,1
40835,<35,Master,No,Dev,17,7,1
40836,<35,Undergraduate,No,Dev,11,5,1
40837,>35,Undergraduate,No,Dev,25,7,1
40838,<35,Undergraduate,No,Dev,6,4,1
40839,<35,Undergraduate,Yes,Dev,16,13,1
40840,>35,Master,No,Dev,21,14,0
40841,<35,Undergraduate,No,NotDev,15,4,0
40842,>35,Other,No,NotDev,20,20,1
40843,<35,Undergraduate,Yes,Dev,8,2,1
40844,>35,Undergraduate,Yes,Dev,35,25,1
40845,<35,Other,Yes,Dev,6,2,0
40846,<35,Undergraduate,Yes,Dev,9,4,1
40847,<35,Master,Yes,Dev,12,5,1
40848,<35,Undergraduate,No,Dev,7,4,1
40849,<35,Undergraduate,Yes,Dev,4,Less than 1 year,1
40850,<35,Undergraduate,No,Dev,20,2,0
40851,<35,Master,No,NotDev,12,8,1
40852,<35,Undergraduate,No,Dev,6,3,0
40853,>35,Master,No,Dev,22,7,1
40854,<35,Undergraduate,No,Dev,12,6,0
40855,<35,Master,No,Dev,10,7,1
40856,<35,Undergraduate,No,Dev,7,3,0
40857,>35,Master,No,Dev,10,8,1
40858,>35,Undergraduate,No,Dev,20,13,1
40859,<35,Undergraduate,Yes,Dev,6,2,1
40860,<35,Master,No,Dev,6,4,0
40861,<35,Undergraduate,No,Dev,4,Less than 1 year,1
40862,>35,Undergraduate,No,Dev,12,8,1
40863,<35,Undergraduate,Yes,Dev,9,6,1
40864,<35,Undergraduate,No,Dev,10,7,0
40865,<35,Undergraduate,No,Dev,5,5,1
40866,>35,Master,No,Dev,27,15,1
40867,<35,Other,No,Dev,18,11,1
40868,>35,Master,Yes,Dev,30,20,1
40869,<35,Undergraduate,No,Dev,15,13,1
40870,<35,Master,No,Dev,6,3,0
40871,<35,Other,No,Dev,11,7,1
40872,>35,Other,No,Dev,35,30,1
40873,<35,Master,No,Dev,11,2,1
40874,>35,Undergraduate,No,Dev,5,3,1
40875,>35,Undergraduate,No,Dev,18,14,1
40876,>35,Master,No,Dev,18,16,0
40877,<35,Other,Yes,Dev,9,4,1
40878,<35,Other,No,Dev,12,9,1
40879,<35,Master,No,Dev,3,2,1
40880,<35,Undergraduate,No,Dev,13,8,0
40881,>35,Other,No,Dev,26,20,1
40882,<35,Other,No,Dev,Less than 1 year,3,0
40883,>35,Master,No,Dev,23,17,1
40884,>35,Undergraduate,No,NotDev,37,12,1
40885,>35,Other,Yes,Dev,34,34,0
40886,<35,Master,No,Dev,13,8,1
40887,<35,Undergraduate,No,Dev,7,5,0
40888,>35,Undergraduate,No,Dev,20,14,1
40889,<35,Undergraduate,No,Dev,7,3,0
40890,>35,Master,No,Dev,40,24,1
40891,<35,Undergraduate,No,Dev,12,7,1
40892,>35,PhD,No,Dev,43,35,1
40893,<35,Master,No,Dev,15,7,1
40894,>35,Master,No,Dev,27,22,1
40895,<35,Undergraduate,Yes,Dev,11,6,0
40896,>35,Master,No,Dev,35,22,1
40897,>35,Undergraduate,No,Dev,10,9,1
40898,>35,Undergraduate,No,Dev,23,15,1
40899,<35,Undergraduate,Yes,Dev,10,6,1
40900,<35,Undergraduate,Yes,Dev,6,2,0
40901,<35,Master,No,Dev,5,2,1
40902,<35,Undergraduate,No,Dev,20,10,1
40903,>35,Other,No,Dev,18,15,1
40904,>35,Master,No,Dev,26,20,1
40905,<35,Undergraduate,No,Dev,15,6,1
40906,>35,PhD,No,Dev,17,9,1
40907,<35,Other,No,Dev,7,4,0
40908,<35,Master,No,Dev,10,6,1
40909,<35,Other,No,Dev,11,3,1
40910,<35,Master,No,Dev,8,3,1
40911,>35,Undergraduate,No,Dev,34,24,1
40912,<35,Master,Yes,Dev,5,5,1
40913,>35,Other,Yes,Dev,24,22,1
40914,>35,Master,No,Dev,15,10,1
40915,>35,Undergraduate,No,Dev,6,5,1
40916,<35,Master,No,Dev,6,5,1
40917,>35,Undergraduate,No,Dev,23,11,0
40918,<35,Master,Yes,Dev,16,10,1
40919,<35,Other,No,Dev,3,2,0
40920,>35,Master,No,Dev,20,23,1
40921,<35,Undergraduate,No,Dev,5,Less than 1 year,1
40922,<35,Undergraduate,No,Dev,16,8,1
40923,<35,Undergraduate,No,Dev,15,11,1
40924,<35,Undergraduate,No,Dev,10,7,1
40925,>35,Undergraduate,Yes,Dev,38,21,1
40926,>35,Undergraduate,No,Dev,33,25,1
40927,<35,Undergraduate,No,Dev,10,5,1
40928,<35,Undergraduate,No,Dev,18,12,1
40929,>35,Undergraduate,No,Dev,12,10,1
40930,>35,Undergraduate,Yes,Dev,27,22,1
40931,<35,Master,No,Dev,6,4,1
40932,<35,Undergraduate,Yes,Dev,22,15,1
40933,<35,Undergraduate,Yes,Dev,19,5,1
40934,>35,Undergraduate,No,Dev,30,20,1
40935,<35,Master,No,Dev,10,5,1
40936,<35,Master,No,Dev,13,7,1
40937,<35,Undergraduate,No,Dev,5,2,1
40938,<35,Master,No,Dev,4,5,1
40939,<35,Other,No,Dev,7,1,0
40940,<35,Master,Yes,Dev,10,9,1
40941,>35,Other,No,Dev,33,2,1
40942,<35,Undergraduate,Yes,Dev,9,3,1
40943,<35,Undergraduate,Yes,Dev,10,7,0
40944,<35,Other,No,Dev,7,3,0
40945,<35,Undergraduate,No,Dev,10,6,1
40946,<35,Undergraduate,No,Dev,9,8,1
40947,<35,Undergraduate,Yes,Dev,16,7,1
40948,<35,Master,No,NotDev,7,7,0
40949,>35,Undergraduate,No,Dev,10,8,0
40950,<35,Undergraduate,No,Dev,3,2,0
40951,>35,Master,No,Dev,22,16,1
40952,<35,Undergraduate,No,Dev,13,6,1
40953,>35,Master,No,Dev,20,15,1
40954,>35,PhD,No,Dev,33,22,1
40955,<35,Undergraduate,No,Dev,4,Less than 1 year,0
40956,<35,Undergraduate,No,Dev,10,3,1
40957,<35,Undergraduate,No,Dev,14,9,1
40958,>35,Undergraduate,No,Dev,27,25,1
40959,<35,Undergraduate,No,Dev,9,5,1
40960,>35,Master,No,Dev,27,20,1
40961,>35,Master,No,Dev,28,21,1
40962,<35,Undergraduate,No,Dev,14,7,1
40963,<35,Undergraduate,No,Dev,13,9,1
40964,>35,Master,No,Dev,20,6,1
40965,<35,Undergraduate,No,Dev,8,4,0
40966,>35,Other,No,Dev,20,14,1
40967,<35,Master,No,Dev,9,3,1
40968,<35,Master,No,NotDev,6,5,0
40969,<35,Undergraduate,No,Dev,7,3,0
40970,>35,Undergraduate,No,Dev,14,10,0
40971,<35,Undergraduate,No,Dev,14,10,1
40972,<35,Undergraduate,No,Dev,12,10,1
40973,>35,Undergraduate,No,Dev,40,25,1
40974,<35,Other,Yes,Dev,10,3,1
40975,<35,Undergraduate,No,Dev,2,Less than 1 year,0
40976,>35,Undergraduate,No,Dev,45,30,1
40977,>35,Master,Yes,Dev,20,15,1
40978,>35,Undergraduate,Yes,Dev,22,15,0
40979,>35,Master,Yes,Dev,20,10,1
40980,<35,Master,No,Dev,8,4,0
40981,<35,Master,No,Dev,11,9,1
40982,>35,Master,No,NotDev,21,9,0
40983,<35,Undergraduate,No,Dev,6,2,0
40984,<35,Undergraduate,No,Dev,16,12,1
40985,<35,Master,No,Dev,12,Less than 1 year,1
40986,<35,Undergraduate,Yes,Dev,12,6,1
40987,<35,Undergraduate,No,Dev,8,6,0
40988,<35,Undergraduate,No,Dev,15,11,1
40989,>35,PhD,No,Dev,19,12,1
40990,>35,Undergraduate,No,Dev,29,13,1
40991,<35,Master,No,Dev,4,2,1
40992,<35,Undergraduate,Yes,Dev,6,Less than 1 year,0
40993,<35,Other,Yes,Dev,21,18,1
40994,>35,Master,No,Dev,10,6,0
40995,<35,Undergraduate,No,Dev,12,5,0
40996,<35,Master,Yes,Dev,11,6,1
40997,<35,Other,Yes,Dev,16,7,1
40998,<35,Undergraduate,No,Dev,6,6,1
40999,<35,Undergraduate,Yes,Dev,9,4,0
41000,>35,Undergraduate,No,Dev,18,18,1
41001,>35,Undergraduate,No,Dev,20,17,1
41002,<35,Undergraduate,No,Dev,13,10,1
41003,>35,Undergraduate,Yes,Dev,20,12,1
41004,<35,Undergraduate,No,Dev,13,8,1
41005,>35,Other,No,Dev,35,30,1
41006,<35,Undergraduate,No,Dev,10,7,1
41007,>35,Undergraduate,Yes,Dev,23,14,1
41008,<35,Undergraduate,Yes,Dev,20,8,1
41009,<35,Undergraduate,No,Dev,9,6,1
41010,>35,Master,No,Dev,26,19,1
41011,<35,Undergraduate,No,Dev,16,13,1
41012,>35,Undergraduate,No,Dev,26,20,1
41013,<35,Undergraduate,No,Dev,23,8,1
41014,>35,Undergraduate,No,Dev,27,25,1
41015,<35,Master,Yes,Dev,7,2,1
41016,>35,Master,No,Dev,20,15,0
41017,>35,Other,No,Dev,13,13,1
41018,<35,Other,No,Dev,9,Less than 1 year,0
41019,<35,Undergraduate,Yes,Dev,10,6,1
41020,>35,Undergraduate,No,Dev,40,40,1
41021,>35,Master,Yes,Dev,28,10,1
41022,<35,Other,Yes,Dev,13,3,1
41023,<35,Master,No,Dev,18,10,1
41024,<35,Undergraduate,No,Dev,12,11,1
41025,<35,Undergraduate,Yes,Dev,11,7,1
41026,>35,Undergraduate,Yes,Dev,23,14,1
41027,<35,Undergraduate,No,Dev,4,2,1
41028,>35,Master,No,Dev,35,4,1
41029,>35,PhD,No,Dev,30,20,1
41030,>35,Undergraduate,No,Dev,29,25,0
41031,<35,Other,Yes,Dev,8,6,1
41032,<35,Undergraduate,No,Dev,3,3,0
41033,<35,Undergraduate,Yes,Dev,8,7,1
41034,<35,Master,No,NotDev,12,3,1
41035,>35,Master,Yes,Dev,20,6,1
41036,>35,Undergraduate,Yes,Dev,17,13,1
41037,<35,Other,No,Dev,8,1,0
41038,<35,Other,No,Dev,19,15,1
41039,<35,Undergraduate,No,Dev,11,6,1
41040,<35,Other,No,Dev,5,3,0
41041,<35,Undergraduate,Yes,Dev,5,4,1
41042,<35,Other,Yes,Dev,11,1,0
41043,>35,Undergraduate,No,NotDev,40,25,1
41044,>35,Undergraduate,No,Dev,18,18,1
41045,>35,Undergraduate,No,Dev,25,13,1
41046,>35,Undergraduate,No,Dev,8,6,1
41047,<35,Undergraduate,No,Dev,13,9,1
41048,<35,Undergraduate,No,Dev,5,2,1
41049,<35,Other,Yes,Dev,7,Less than 1 year,0
41050,<35,Master,Yes,Dev,9,4,0
41051,<35,Master,No,Dev,12,7,1
41052,<35,Other,No,Dev,7,5,0
41053,<35,Undergraduate,No,Dev,11,8,1
41054,<35,Other,No,Dev,10,2,1
41055,<35,Undergraduate,Yes,Dev,9,8,1
41056,<35,Master,No,Dev,10,5,1
41057,<35,Other,Yes,Dev,5,5,0
41058,>35,Undergraduate,No,Dev,41,22,1
41059,>35,Undergraduate,No,Dev,12,7,1
41060,<35,Master,Yes,Dev,10,3,1
41061,>35,Undergraduate,No,Dev,25,6,1
41062,>35,Master,Yes,Dev,5,3,1
41063,>35,Master,No,Dev,15,10,1
41064,>35,Master,Yes,Dev,6,3,1
41065,<35,Master,Yes,Dev,10,12,1
41066,<35,Undergraduate,No,Dev,20,12,1
41067,>35,Master,No,Dev,20,20,1
41068,<35,Master,No,Dev,10,8,1
41069,<35,Undergraduate,No,Dev,4,2,1
41070,>35,Master,No,Dev,30,20,1
41071,>35,Master,No,Dev,20,15,1
41072,<35,Undergraduate,No,Dev,7,3,1
41073,>35,Undergraduate,Yes,Dev,9,6,1
41074,<35,Master,No,Dev,10,2,0
41075,>35,Master,Yes,Dev,24,20,1
41076,<35,Undergraduate,Yes,Dev,5,3,1
41077,>35,Other,No,Dev,25,19,1
41078,<35,Undergraduate,No,Dev,13,9,0
41079,<35,Undergraduate,No,Dev,12,11,0
41080,<35,Master,No,Dev,12,3,1
41081,<35,Master,No,Dev,13,3,1
41082,>35,Master,No,NotDev,20,20,0
41083,<35,Undergraduate,No,Dev,6,3,1
41084,>35,Undergraduate,No,Dev,17,16,1
41085,>35,Undergraduate,No,Dev,15,12,0
41086,>35,Undergraduate,No,Dev,30,10,1
41087,<35,Other,No,Dev,4,2,0
41088,>35,Undergraduate,No,Dev,25,16,1
41089,>35,Other,Yes,Dev,25,14,1
41090,<35,Undergraduate,No,Dev,6,4,1
41091,>35,Undergraduate,No,Dev,21,21,0
41092,<35,Undergraduate,No,Dev,12,5,1
41093,<35,Undergraduate,Yes,Dev,11,11,1
41094,<35,Undergraduate,Yes,Dev,4,3,1
41095,<35,Undergraduate,No,Dev,7,4,1
41096,<35,Undergraduate,No,Dev,12,9,1
41097,<35,Other,No,Dev,3,2,1
41098,>35,PhD,No,Dev,28,19,1
41099,<35,Other,No,Dev,18,7,1
41100,>35,Undergraduate,No,Dev,15,13,1
41101,<35,Master,No,Dev,18,10,1
41102,<35,Undergraduate,No,Dev,7,3,1
41103,>35,Undergraduate,No,Dev,20,16,0
41104,<35,Undergraduate,No,Dev,7,6,1
41105,<35,Other,No,Dev,7,2,0
41106,<35,Other,Yes,Dev,5,2,0
41107,<35,PhD,Yes,Dev,10,6,1
41108,<35,Master,No,Dev,10,5,1
41109,<35,Undergraduate,No,Dev,9,1,1
41110,<35,Undergraduate,No,Dev,6,4,1
41111,>35,Master,No,Dev,24,15,1
41112,<35,Undergraduate,No,Dev,6,5,0
41113,>35,Undergraduate,Yes,Dev,16,12,1
41114,>35,Master,No,Dev,30,20,1
41115,<35,Undergraduate,No,Dev,15,9,1
41116,>35,PhD,No,Dev,28,15,1
41117,<35,Master,No,NotDev,1,Less than 1 year,1
41118,>35,Undergraduate,No,NotDev,27,20,1
41119,<35,Other,No,Dev,10,5,1
41120,>35,Other,No,Dev,30,21,1
41121,>35,Undergraduate,Yes,Dev,35,31,1
41122,<35,Undergraduate,No,Dev,12,9,0
41123,<35,Undergraduate,No,Dev,13,8,1
41124,<35,Other,No,NotDev,7,5,1
41125,>35,Undergraduate,No,Dev,12,8,1
41126,>35,Undergraduate,No,Dev,14,11,1
41127,<35,Undergraduate,Yes,Dev,7,6,1
41128,<35,Undergraduate,Yes,Dev,10,5,1
41129,>35,Other,Yes,Dev,8,7,1
41130,<35,Undergraduate,No,Dev,11,8,1
41131,<35,Undergraduate,No,Dev,4,1,1
41132,<35,Other,No,Dev,6,4,0
41133,<35,Other,No,Dev,10,3,0
41134,<35,Other,Yes,Dev,10,4,0
41135,<35,Other,Yes,Dev,5,5,1
41136,<35,Undergraduate,No,Dev,13,8,1
41137,<35,Undergraduate,No,Dev,6,Less than 1 year,0
41138,<35,Undergraduate,Yes,Dev,9,2,1
41139,>35,Master,No,Dev,15,8,1
41140,>35,Undergraduate,Yes,Dev,39,26,1
41141,<35,Undergraduate,Yes,Dev,16,6,1
41142,<35,PhD,No,NotDev,8,Less than 1 year,0
41143,<35,Undergraduate,Yes,Dev,12,7,1
41144,<35,Undergraduate,No,Dev,5,3,0
41145,>35,Master,No,Dev,21,16,1
41146,>35,Master,No,Dev,25,15,1
41147,<35,Master,No,Dev,12,6,0
41148,<35,Other,No,Dev,6,4,1
41149,<35,Undergraduate,Yes,Dev,12,9,1
41150,<35,Undergraduate,No,Dev,10,9,1
41151,>35,Master,No,Dev,37,30,1
41152,<35,Other,Yes,NotDev,10,2,1
41153,<35,Undergraduate,No,Dev,8,4,1
41154,<35,Master,No,Dev,17,12,1
41155,>35,Other,No,Dev,10,6,0
41156,>35,Master,No,Dev,20,16,1
41157,<35,Undergraduate,No,NotDev,23,10,1
41158,<35,Other,No,Dev,7,5,0
41159,>35,Undergraduate,No,Dev,30,26,1
41160,<35,Undergraduate,Yes,Dev,10,4,1
41161,<35,Undergraduate,No,Dev,5,1,0
41162,<35,Undergraduate,Yes,Dev,7,5,1
41163,<35,Undergraduate,No,Dev,6,3,1
41164,<35,Undergraduate,No,Dev,5,2,1
41165,>35,Undergraduate,Yes,Dev,27,21,1
41166,<35,Undergraduate,No,Dev,12,6,1
41167,<35,Undergraduate,Yes,Dev,6,3,0
41168,>35,Undergraduate,No,Dev,24,24,1
41169,<35,Master,Yes,Dev,6,3,0
41170,>35,Other,No,Dev,37,37,1
41171,>35,Other,No,Dev,35,31,1
41172,>35,Other,No,Dev,23,16,1
41173,>35,Undergraduate,No,Dev,16,13,1
41174,>35,Master,No,Dev,6,4,1
41175,<35,Other,No,Dev,3,2,0
41176,>35,Master,No,Dev,30,25,1
41177,<35,Undergraduate,No,Dev,8,5,1
41178,<35,Other,Yes,Dev,4,Less than 1 year,1
41179,<35,Other,No,Dev,5,3,0
41180,<35,Undergraduate,No,Dev,15,13,1
41181,<35,Undergraduate,No,Dev,14,6,1
41182,<35,Undergraduate,No,Dev,10,5,0
41183,>35,Undergraduate,No,Dev,24,21,1
41184,>35,Undergraduate,No,Dev,10,6,1
41185,<35,Undergraduate,No,Dev,16,10,0
41186,<35,Undergraduate,No,Dev,5,11,1
41187,<35,Undergraduate,No,Dev,8,6,1
41188,<35,Undergraduate,Yes,Dev,10,Less than 1 year,1
41189,<35,Master,Yes,Dev,20,10,0
41190,<35,Other,Yes,Dev,10,6,0
41191,<35,Undergraduate,No,NotDev,10,5,0
41192,>35,Undergraduate,No,Dev,6,2,1
41193,>35,Master,Yes,Dev,8,14,1
41194,>35,Other,Yes,Dev,16,14,1
41195,>35,Master,Yes,Dev,20,15,1
41196,>35,Master,No,Dev,36,25,1
41197,>35,Undergraduate,No,Dev,28,20,1
41198,>35,Undergraduate,No,Dev,42,31,1
41199,<35,Master,No,Dev,15,10,1
41200,<35,Master,No,NotDev,7,4,1
41201,<35,Undergraduate,Yes,Dev,14,10,1
41202,>35,Master,No,Dev,28,13,1
41203,>35,Master,No,NotDev,32,21,1
41204,<35,Undergraduate,No,Dev,5,1,0
41205,>35,Undergraduate,No,Dev,16,14,1
41206,>35,Undergraduate,Yes,Dev,12,9,1
41207,<35,Undergraduate,No,Dev,3,1,1
41208,<35,Master,Yes,Dev,6,5,1
41209,<35,Undergraduate,No,Dev,8,8,1
41210,<35,Master,No,Dev,8,5,0
41211,>35,Undergraduate,No,Dev,24,14,1
41212,>35,Master,No,Dev,25,20,1
41213,>35,Undergraduate,No,Dev,14,12,1
41214,<35,Other,No,Dev,14,3,1
41215,<35,Other,No,Dev,5,2,0
41216,>35,Undergraduate,No,Dev,20,10,1
41217,<35,Master,No,Dev,9,3,0
41218,<35,Other,No,NotDev,17,13,1
41219,<35,Undergraduate,No,Dev,9,3,1
41220,<35,Undergraduate,Yes,Dev,10,3,0
41221,<35,Undergraduate,No,Dev,20,1,1
41222,<35,Undergraduate,No,Dev,3,1,0
41223,>35,Master,No,Dev,25,15,1
41224,<35,Undergraduate,No,Dev,18,14,0
41225,>35,Master,No,Dev,21,17,1
41226,<35,Master,Yes,Dev,5,2,1
41227,>35,Other,No,Dev,23,20,1
41228,>35,PhD,No,Dev,20,18,1
41229,<35,Master,No,Dev,3,3,1
41230,<35,Undergraduate,No,Dev,8,7,1
41231,<35,Undergraduate,No,Dev,7,2,0
41232,>35,Undergraduate,Yes,Dev,15,14,1
41233,>35,Undergraduate,No,Dev,23,14,1
41234,>35,Master,No,Dev,21,15,1
41235,<35,Undergraduate,No,NotDev,11,4,1
41236,>35,Master,No,Dev,32,20,1
41237,>35,Master,No,Dev,25,22,1
41238,<35,Other,No,Dev,10,5,0
41239,>35,Other,Yes,Dev,33,16,1
41240,<35,Other,No,Dev,5,2,0
41241,>35,Master,No,Dev,24,17,0
41242,>35,Master,No,Dev,35,29,1
41243,>35,Master,No,Dev,29,17,1
41244,<35,Undergraduate,Yes,Dev,3,2,0
41245,<35,Undergraduate,No,Dev,3,1,0
41246,>35,PhD,No,Dev,22,17,1
41247,<35,Undergraduate,Yes,Dev,13,10,1
41248,<35,Master,No,Dev,16,5,1
41249,>35,Master,No,NotDev,25,6,1
41250,<35,Other,Yes,Dev,13,9,1
41251,<35,Master,No,Dev,10,3,1
41252,>35,Master,Yes,Dev,19,13,1
41253,<35,Other,No,Dev,8,4,0
41254,<35,Other,Yes,NotDev,7,7,1
41255,<35,Master,No,Dev,25,12,1
41256,>35,Undergraduate,No,Dev,23,18,1
41257,<35,Other,No,Dev,5,2,1
41258,<35,Undergraduate,No,Dev,10,6,0
41259,<35,Undergraduate,Yes,Dev,9,6,1
41260,<35,Undergraduate,No,Dev,10,4,1
41261,<35,Undergraduate,No,Dev,11,6,1
41262,>35,Undergraduate,No,Dev,20,15,1
41263,<35,Undergraduate,No,Dev,13,6,1
41264,<35,Undergraduate,No,Dev,8,4,0
41265,>35,Undergraduate,No,Dev,14,13,1
41266,<35,Undergraduate,Yes,Dev,8,2,1
41267,>35,Master,Yes,Dev,43,40,1
41268,<35,Other,Yes,Dev,8,6,0
41269,<35,Other,No,Dev,3,2,0
41270,<35,Other,No,Dev,5,2,0
41271,>35,Undergraduate,Yes,Dev,20,13,1
41272,<35,Undergraduate,No,Dev,3,3,0
41273,<35,Master,No,Dev,15,10,1
41274,<35,Master,Yes,Dev,20,4,1
41275,>35,Other,Yes,Dev,41,36,1
41276,<35,Undergraduate,No,Dev,6,Less than 1 year,0
41277,<35,Undergraduate,Yes,Dev,3,1,0
41278,>35,PhD,No,NotDev,43,30,1
41279,<35,Undergraduate,No,Dev,7,1,0
41280,<35,Master,No,Dev,25,5,0
41281,>35,PhD,Yes,Dev,30,20,1
41282,<35,Master,Yes,Dev,8,Less than 1 year,0
41283,<35,Undergraduate,No,Dev,6,3,0
41284,<35,Master,No,Dev,12,4,1
41285,>35,Undergraduate,No,Dev,20,13,1
41286,<35,Undergraduate,No,Dev,6,4,1
41287,<35,Undergraduate,Yes,Dev,15,10,1
41288,>35,Master,Yes,Dev,17,16,1
41289,>35,Undergraduate,No,NotDev,10,10,1
41290,<35,Undergraduate,No,Dev,8,5,1
41291,<35,Master,No,Dev,11,9,1
41292,<35,Undergraduate,No,Dev,7,2,0
41293,<35,Undergraduate,Yes,Dev,10,10,1
41294,<35,Other,No,Dev,7,4,0
41295,<35,Other,No,Dev,6,2,0
41296,<35,Undergraduate,No,Dev,12,3,0
41297,<35,Undergraduate,No,Dev,6,1,1
41298,<35,Master,No,Dev,7,5,1
41299,>35,Undergraduate,Yes,Dev,26,10,1
41300,>35,Undergraduate,Yes,Dev,15,10,1
41301,<35,Undergraduate,No,Dev,11,5,1
41302,<35,Undergraduate,No,Dev,5,2,0
41303,>35,Undergraduate,No,Dev,18,14,1
41304,<35,Other,Yes,Dev,15,Less than 1 year,0
41305,>35,Other,No,Dev,20,15,1
41306,>35,Other,No,Dev,24,24,0
41307,>35,PhD,No,Dev,17,8,1
41308,>35,Master,No,Dev,24,21,1
41309,<35,Other,No,Dev,6,6,0
41310,>35,Undergraduate,No,Dev,25,15,1
41311,<35,Undergraduate,Yes,Dev,18,10,1
41312,>35,Master,No,Dev,25,25,1
41313,<35,Undergraduate,No,Dev,10,5,1
41314,>35,Other,No,Dev,17,11,1
41315,<35,Undergraduate,Yes,Dev,8,4,1
41316,<35,Undergraduate,Yes,Dev,2,2,0
41317,>35,Undergraduate,Yes,Dev,8,8,1
41318,>35,Undergraduate,No,Dev,20,14,0
41319,<35,Undergraduate,No,Dev,4,3,0
41320,<35,Master,No,Dev,20,11,1
41321,>35,Other,No,Dev,7,13,0
41322,<35,Master,No,Dev,15,2,1
41323,>35,Undergraduate,No,Dev,35,23,1
41324,<35,Other,Yes,Dev,10,4,1
41325,>35,Undergraduate,No,Dev,34,32,1
41326,>35,Master,Yes,Dev,6,2,1
41327,<35,Undergraduate,No,Dev,15,4,1
41328,<35,Undergraduate,No,Dev,20,8,1
41329,>35,Master,Yes,NotDev,10,3,1
41330,<35,Undergraduate,No,Dev,4,Less than 1 year,0
41331,>35,Undergraduate,No,NotDev,15,14,1
41332,<35,PhD,No,Dev,22,10,1
41333,<35,Other,No,NotDev,11,Less than 1 year,0
41334,>35,Undergraduate,No,Dev,35,33,1
41335,>35,Other,Yes,Dev,27,16,1
41336,<35,Undergraduate,Yes,Dev,9,1,1
41337,<35,Undergraduate,No,Dev,15,9,1
41338,>35,Undergraduate,Yes,NotDev,10,3,1
41339,<35,Undergraduate,No,Dev,14,6,1
41340,>35,Undergraduate,Yes,Dev,23,18,1
41341,>35,Master,No,NotDev,37,25,1
41342,>35,Undergraduate,No,Dev,20,15,1
41343,>35,Master,No,Dev,28,25,1
41344,>35,Master,No,Dev,16,10,1
41345,>35,Master,No,Dev,20,7,1
41346,>35,Master,No,Dev,46,45,1
41347,>35,Master,No,Dev,30,22,1
41348,<35,Undergraduate,Yes,Dev,5,1,0
41349,<35,Undergraduate,No,Dev,6,1,1
41350,<35,Other,No,NotDev,13,2,1
41351,<35,Undergraduate,No,Dev,8,4,1
41352,<35,Undergraduate,Yes,Dev,11,7,0
41353,<35,Other,No,Dev,5,1,1
41354,>35,Undergraduate,No,Dev,7,6,1
41355,<35,Undergraduate,No,Dev,16,7,1
41356,<35,Undergraduate,No,Dev,6,2,0
41357,<35,Undergraduate,No,Dev,9,4,1
41358,>35,Undergraduate,No,Dev,28,11,0
41359,<35,Master,No,Dev,13,8,1
41360,>35,Other,No,Dev,35,17,1
41361,<35,Undergraduate,Yes,Dev,15,3,1
41362,>35,Master,No,Dev,15,1,0
41363,<35,Undergraduate,No,Dev,10,4,1
41364,<35,Undergraduate,No,Dev,6,1,0
41365,>35,PhD,Yes,Dev,25,17,1
41366,>35,Undergraduate,Yes,Dev,18,12,1
41367,>35,Undergraduate,No,NotDev,10,10,1
41368,>35,Undergraduate,No,Dev,25,25,1
41369,<35,Undergraduate,No,Dev,6,4,1
41370,>35,Other,No,Dev,20,16,1
41371,>35,Undergraduate,No,Dev,19,15,0
41372,<35,Undergraduate,No,Dev,13,4,1
41373,<35,Master,No,Dev,10,1,1
41374,<35,Master,No,Dev,7,2,1
41375,>35,Other,No,Dev,25,20,1
41376,<35,Undergraduate,Yes,Dev,6,5,1
41377,<35,Undergraduate,No,Dev,8,4,1
41378,>35,Master,Yes,NotDev,28,22,1
41379,>35,Undergraduate,Yes,Dev,25,15,1
41380,>35,Undergraduate,No,Dev,23,15,1
41381,>35,Undergraduate,Yes,Dev,20,15,1
41382,<35,Undergraduate,No,Dev,7,1,1
41383,<35,Undergraduate,No,NotDev,5,Less than 1 year,0
41384,<35,Undergraduate,No,Dev,6,2,1
41385,<35,Undergraduate,No,Dev,3,2,1
41386,<35,Master,No,Dev,9,1,1
41387,<35,Undergraduate,No,Dev,10,6,1
41388,<35,Undergraduate,Yes,NotDev,14,9,0
41389,>35,Undergraduate,Yes,Dev,20,7,1
41390,>35,Undergraduate,Yes,Dev,21,21,1
41391,<35,Undergraduate,No,Dev,6,Less than 1 year,1
